gene,mis_z,lof_z,syn_z,oe_mis,oe_lof,label
MLLT3,1.8957,4.4193,-2.5705,0.69042,0.0,0.99964
EIF3A,3.0406,8.2343,0.42067,0.7029,0.066251,1.0
YTHDC2,0.32526,7.7778,-2.2668,0.96628,0.062394,1.0
KSR2,3.3393,6.1496,1.5393,0.61801,0.041703,1.0
ZMYND8,4.0385,6.7688,-0.38737,0.57034,0.050672,1.0
CCNA2,2.2192,4.4067,0.64919,0.58902,0.0,0.99962
PTPN6,2.8659,5.3929,0.38957,0.58154,0.0279,0.99999
SCML2,2.3993,4.4013,1.6888,0.57908,0.0,0.99961
SNRK,3.4703,4.402,-0.73057,0.53908,0.0,0.99961
MINK1,4.0825,7.7576,-1.2459,0.59633,0.062681,1.0
IRF6,2.7435,4.3991,1.6955,0.52418,0.0,0.99961
ZRSR2,1.4554,4.4137,0.2755,0.706,0.0,0.99963
RFX7,1.5996,6.1266,-0.25179,0.83685,0.041992,1.0
CSTF2,3.4292,4.3891,1.088,0.37231,0.0,0.99959
NR4A2,2.2357,4.3878,0.09131,0.66583,0.0,0.99959
TULP4,1.3674,6.723,-3.7302,0.87603,0.051297,1.0
MAP1B,2.5114,7.7187,-0.051501,0.80448,0.063238,1.0
USP42,-1.6319,6.0992,-3.615,1.1637,0.04234,1.0
ZNF592,0.80414,5.3709,-1.4439,0.91516,0.028117,0.99998
NPAS2,2.5032,6.0941,0.47775,0.68136,0.042405,1.0
ZSWIM8,5.1433,7.7289,0.35613,0.56157,0.063091,1.0
IQSEC2,5.1894,5.3721,1.9145,0.4029,0.028106,0.99998
U2AF2,4.7134,4.3903,-1.1983,0.25903,0.0,0.9996
ITPR1,5.5951,9.9326,-1.7102,0.59428,0.080881,1.0
COL2A1,3.2926,8.1212,-1.6664,0.68742,0.067873,1.0
NPLOC4,3.2,5.3573,-0.47911,0.52177,0.028252,0.99998
MAPKAPK2,3.0509,4.3749,-0.63541,0.43079,0.0,0.99957
DDX42,3.2873,6.0775,0.59993,0.60373,0.042617,1.0
CACNA1A,5.7845,9.2687,-0.26034,0.57509,0.07669,1.0
SUZ12,3.4007,5.3613,1.1143,0.49523,0.028213,0.99998
PHF12,2.4291,6.0669,2.0828,0.72266,0.042754,1.0
DACH1,2.1853,4.357,0.7104,0.67299,0.0,0.99954
PORCN,2.3709,4.3515,2.2732,0.53771,0.0,0.99953
CTR9,4.301,7.183,-0.4522,0.52314,0.058954,1.0
RBM5,4.1668,6.6574,1.8033,0.46548,0.052212,1.0
NRBP1,3.4251,5.3446,1.1581,0.43822,0.028379,0.99998
TBX5,1.1948,4.3543,-3.4421,0.80304,0.0,0.99954
FRMD4A,2.4555,6.6424,-0.84677,0.72224,0.052425,1.0
PTPN11,3.1293,5.3387,0.82437,0.51618,0.028439,0.99998
DLGAP3,2.6275,5.3236,0.029238,0.69699,0.028591,0.99998
HIRA,3.7065,6.6327,-0.42349,0.57752,0.052563,1.0
SETD1A,1.8312,7.1467,-4.1873,0.84408,0.059487,1.0
NAA35,3.6634,6.0207,-0.6086,0.48031,0.043359,1.0
ELMSAN1,1.7895,6.0336,0.66324,0.79855,0.043188,1.0
CACTIN,3.2011,5.3059,-1.3657,0.60517,0.028772,0.99998
ARHGEF6,1.3479,5.3234,0.82631,0.77399,0.028593,0.99998
FAM120C,3.6347,5.3087,0.16023,0.49246,0.028743,0.99998
RBM6,2.1708,7.1421,1.5185,0.75625,0.059555,1.0
KIF1A,5.1579,8.4364,0.0056889,0.5677,0.072632,1.0
MECOM,1.6191,6.0216,-1.2819,0.81527,0.043346,1.0
MBD5,0.85582,6.0401,-0.61084,0.91361,0.043103,1.0
MEIS1,3.3037,4.3401,-0.1092,0.38111,0.0,0.99951
INTS6,3.8322,6.0297,-1.0471,0.50029,0.04324,1.0
ZFHX3,-1.2345,9.5226,-6.3027,1.0755,0.080128,1.0
JPH4,2.5587,4.321,1.376,0.5989,0.0,0.99948
SMARCA1,2.4397,6.0142,0.78549,0.64995,0.043444,1.0
HEATR1,0.087059,8.8078,-0.32883,0.99255,0.075658,1.0
SLC12A5,4.7022,6.582,1.0133,0.49847,0.053293,1.0
TAF3,2.2059,5.266,-0.15301,0.722,0.029185,0.99997
SHOC2,2.9666,4.313,0.80354,0.51544,0.0,0.99946
PSMC1,3.9473,4.3072,0.34994,0.27847,0.0,0.99945
RBM22,3.1553,4.3159,1.5786,0.42944,0.0,0.99947
NFKB1,3.1933,5.9827,-0.04855,0.61585,0.043865,1.0
AFF4,2.4744,6.5828,1.2396,0.72124,0.053282,1.0
RB1CC1,0.81178,7.5718,-1.6525,0.91781,0.065412,1.0
SAFB,2.1425,5.9799,-2.1057,0.73575,0.043902,1.0
TRAPPC8,1.2108,7.5483,-1.5917,0.87352,0.065769,1.0
ARID4A,1.4478,7.0648,0.29519,0.83715,0.060714,1.0
TRIO,5.3161,10.607,-0.92468,0.64471,0.088725,1.0
YTHDF2,2.2666,4.2998,-0.083083,0.64419,0.0,0.99943
PPFIA2,3.2597,7.513,-0.50479,0.63673,0.066311,1.0
KDM6B,1.3161,7.0246,-5.0737,0.88535,0.061331,1.0
SPTB,0.75083,9.0291,-2.2816,0.94262,0.080201,1.0
SOS1,3.0487,7.4861,0.097712,0.67573,0.066728,1.0
AMBRA1,2.948,6.5296,1.1812,0.692,0.054064,1.0
UBE2O,3.4439,6.5149,0.59722,0.64537,0.054284,1.0
ZNF292,1.4077,8.3026,-2.1387,0.89213,0.074664,1.0
BCOR,1.8797,5.9081,-0.59791,0.80626,0.044884,1.0
HDAC5,3.3205,6.4899,0.17562,0.63007,0.05466,1.0
PODXL2,0.90734,4.2697,0.23918,0.85646,0.0,0.99936
AFTPH,0.69187,5.2193,0.3334,0.91081,0.029678,0.99997
RANBP3,1.848,5.2206,-0.62595,0.72443,0.029665,0.99997
SPAG9,3.1339,7.4319,1.179,0.67013,0.067581,1.0
FNBP4,1.3931,6.4639,-1.4085,0.82941,0.055054,1.0
AGPAT3,2.5373,4.2549,0.81626,0.5411,0.0,0.99933
RANBP2,-0.77637,9.6063,-2.1604,1.055,0.085586,1.0
TKTL1,-0.84515,4.2544,-2.8215,1.1448,0.0,0.99933
ZBTB44,1.8738,4.2414,-0.36135,0.66601,0.0,0.99929
CNOT4,3.4912,5.1677,0.3476,0.51159,0.03024,0.99996
JAG2,2.1968,6.9461,-2.3425,0.78156,0.062561,1.0
TFCP2L1,1.6322,5.1758,0.41795,0.73093,0.030151,0.99996
MAOA,2.3802,4.2367,1.2196,0.54621,0.0,0.99928
SAMD4B,3.0439,5.1754,0.39378,0.5879,0.030155,0.99996
CSNK1E,3.1802,4.2278,0.24232,0.4725,0.0,0.99926
DNMT1,4.9903,8.2071,-0.36021,0.55041,0.076163,1.0
PHEX,1.7091,5.1822,-0.30927,0.71921,0.03008,0.99996
ATXN2L,2.2452,6.455,-2.8016,0.74819,0.05519,1.0
XPO4,4.0208,6.9643,1.2002,0.53306,0.062273,1.0
ARFGEF1,5.3687,8.5777,-0.37777,0.508,0.079167,1.0
COPS5,3.4393,4.2244,0.96004,0.27814,0.0,0.99925
SPOP,4.1412,4.2133,-0.7696,0.21091,0.0,0.99922
CSDE1,3.452,5.8548,0.40274,0.55167,0.045633,1.0
API5,2.924,5.1617,0.83487,0.50436,0.030306,0.99996
CUL1,5.7019,6.4275,-0.20739,0.21985,0.055613,1.0
DDX46,5.4802,6.9191,-0.1292,0.34653,0.062993,1.0
ZFHX4,1.006,9.1932,-0.8659,0.936,0.085054,1.0
GNB1,3.8328,4.2069,0.32806,0.2829,0.0,0.9992
HOMER1,2.4268,4.2065,0.83426,0.49951,0.0,0.9992
ZFPM2,0.21282,5.8191,0.21565,0.97546,0.046144,1.0
AEBP2,2.2141,4.2118,-1.1941,0.5886,0.0,0.99921
NUP85,0.75518,5.8216,-0.24702,0.89059,0.046109,1.0
CBLL1,1.34,4.1998,-1.563,0.77692,0.0,0.99918
RNF38,1.5631,5.1307,0.24415,0.74216,0.030651,0.99995
BAZ2A,2.083,8.1026,1.236,0.82041,0.077856,1.0
JAG1,3.2459,6.8751,0.12555,0.65377,0.063704,1.0
ASXL2,1.707,6.3745,-1.4041,0.82337,0.056442,1.0
SP3,1.6289,5.1135,-2.8165,0.77103,0.030846,0.99995
SRRM1,1.4554,6.3753,-1.761,0.82028,0.05643,1.0
MAML1,0.48146,5.1281,0.47723,0.94222,0.030681,0.99995
CCNC,2.2504,4.1865,0.40212,0.45929,0.0,0.99914
KIF23,2.0848,6.8775,1.264,0.7449,0.063665,1.0
EZH2,4.6808,5.8083,-1.1771,0.36167,0.046301,1.0
RFX4,2.2288,5.7731,0.64684,0.69797,0.046817,0.99999
XRCC5,2.8095,5.7913,0.97427,0.5991,0.04655,0.99999
USP24,4.9858,10.23,0.61647,0.60416,0.094237,1.0
CHD3,6.1518,9.0963,0.04029,0.49765,0.086585,1.0
HNRNPA1,2.8218,4.1788,-1.1896,0.45036,0.0,0.99911
PPP1CB,4.3319,4.1802,0.93808,0.093918,0.0,0.99912
FLT4,2.8339,7.2821,-1.7724,0.72804,0.070024,1.0
UNC79,4.16,9.4003,1.0502,0.68336,0.08876,1.0
ZNF217,1.0318,5.0971,-1.8875,0.88084,0.031032,0.99995
EFHC2,0.62188,4.1759,0.28069,0.8878,0.0,0.9991
WBP11,2.9803,5.088,1.4312,0.56119,0.031137,0.99994
ITPKB,0.63575,5.0848,-1.0186,0.92631,0.031173,0.99994
CTCF,4.4399,5.0792,-1.3637,0.40054,0.031238,0.99994
ATP2B2,4.5484,6.3301,-0.80176,0.5449,0.057152,1.0
MAOB,1.7504,4.1557,-0.56418,0.63785,0.0,0.99903
KLHDC3,3.4465,4.1678,0.63719,0.38002,0.0,0.99908
PRMT1,3.8139,4.1658,-0.40566,0.32264,0.0,0.99907
TGFB2,2.1307,4.1595,-0.14923,0.61871,0.0,0.99905
DIP2C,4.6684,8.0083,-3.3646,0.58441,0.079428,1.0
NFIX,4.0788,4.1548,0.96267,0.2946,0.0,0.99903
FBXL17,2.1683,4.1493,-0.8824,0.59267,0.0,0.99901
WAS,1.9754,4.1477,0.61681,0.61589,0.0,0.99901
GCM1,1.4359,4.1454,0.45059,0.7414,0.0,0.999
YBX2,1.6018,4.1361,0.56767,0.6829,0.0,0.99896
TLE4,3.5952,5.7264,-0.16402,0.53028,0.047513,0.99999
SLC6A1,4.1766,5.0491,-0.95769,0.38907,0.031589,0.99993
EBF3,3.6113,5.0503,0.5003,0.46009,0.031575,0.99993
MAPK8IP3,2.8844,7.1946,-2.5404,0.73056,0.071508,1.0
AHSA1,1.6949,4.1361,0.88846,0.64803,0.0,0.99896
PAN3,2.5155,5.7161,0.30971,0.65948,0.047671,0.99999
PKN2,2.9696,6.2773,0.51234,0.62894,0.058011,1.0
ABCD1,1.8659,4.1348,0.44075,0.7185,0.0,0.99896
SETD1B,4.6656,6.7395,-1.0605,0.61309,0.065972,1.0
CLCN4,4.5166,4.1264,0.040381,0.3203,0.0,0.99893
ARHGEF9,3.0427,4.1204,0.19219,0.4093,0.0,0.9989
B4GALT5,2.3653,4.116,0.1821,0.55732,0.0,0.99889
MSL1,1.7703,4.1183,0.44829,0.63099,0.0,0.9989
SERPINC1,1.3587,4.1237,0.047971,0.76321,0.0,0.99892
KALRN,4.3604,8.2551,-0.02843,0.60657,0.08449,1.0
CASZ1,2.6057,6.7183,0.49889,0.77994,0.066338,1.0
SFPQ,2.9778,5.0192,-4.6003,0.54685,0.031943,0.99992
BCORL1,2.0631,5.6731,1.0188,0.78641,0.048329,0.99999
CMIP,3.2599,5.6811,-2.4741,0.57331,0.048205,0.99999
PPRC1,0.24445,6.7245,-0.7453,0.97731,0.066231,1.0
EFEMP1,1.8234,4.9948,-0.82875,0.69195,0.032236,0.99992
MAPKAP1,2.8287,4.9914,0.78433,0.54227,0.032277,0.99991
ATP1B1,2.0014,4.0968,-0.0089855,0.56874,0.0,0.99881
ELFN1,2.4386,4.1,-0.092336,0.69751,0.0,0.99882
SMCHD1,3.6318,8.5559,0.79982,0.66821,0.087839,1.0
FBXW2,2.4355,4.088,-0.17041,0.56131,0.0,0.99877
GGA1,1.2245,5.0004,-0.15124,0.82578,0.032168,0.99992
CAMSAP3,3.3493,6.1803,1.0319,0.66642,0.059639,1.0
AHR,0.73492,5.6381,-1.0137,0.90215,0.048874,0.99999
DMD,-2.4322,10.694,-3.4421,1.1884,0.10275,1.0
PPP1R10,2.9467,6.189,0.26848,0.6545,0.059491,1.0
HDLBP,4.0979,6.6671,-0.4913,0.58476,0.067232,1.0
ZNF609,1.826,6.1818,-0.2888,0.81787,0.059613,1.0
ARHGAP42,2.9649,6.1583,1.9447,0.5794,0.060017,1.0
OCRL,2.9631,5.6201,0.49024,0.5543,0.049158,0.99999
RICTOR,3.0542,8.4877,1.2149,0.71255,0.089025,1.0
ZNF541,2.6436,6.1693,1.4956,0.72574,0.059827,1.0
FASN,2.3643,8.8246,-6.7918,0.83183,0.091093,1.0
ATAD2B,3.9649,7.0695,1.1753,0.58063,0.07371,1.0
PCIF1,2.413,5.6132,-0.31578,0.68366,0.049269,0.99999
DENND5B,3.3888,6.6476,0.48442,0.62811,0.067576,1.0
HOOK3,2.3553,6.1572,1.0442,0.64815,0.060036,1.0
ARHGEF2,3.6056,6.6151,0.84017,0.59683,0.068157,1.0
XPR1,3.2335,5.6017,0.71908,0.54502,0.049452,0.99999
INTS10,1.4436,5.586,-0.30802,0.79494,0.049703,0.99999
USP3,2.1075,4.9356,-0.46165,0.64804,0.032965,0.99989
MARK2,4.449,5.5944,0.79784,0.43372,0.049568,0.99999
IKZF1,3.3753,4.0515,0.88481,0.46665,0.0,0.9986
CDH11,1.5868,4.9468,0.53811,0.79519,0.032824,0.9999
KDM4A,3.6814,6.6168,0.79748,0.57918,0.068127,1.0
RREB1,-0.42654,6.1331,-5.7439,1.0363,0.060456,1.0
CHD4,6.3412,8.7588,-0.52274,0.46057,0.092235,1.0
HIPK2,2.8624,6.1394,0.82245,0.70106,0.060345,1.0
NR2E1,2.5971,4.0598,1.0759,0.50638,0.0,0.99864
KPNA4,3.23,4.9446,0.28695,0.42629,0.032852,0.99989
CHD5,5.3168,8.4428,-0.051002,0.56491,0.089818,1.0
PLXND1,3.3465,7.7778,0.11855,0.72094,0.083467,1.0
RXRA,2.9681,4.0355,-0.29088,0.52567,0.0,0.99852
LRRC7,3.6044,7.3948,-0.14018,0.6467,0.079784,1.0
ZFC3H1,2.1425,8.7264,-1.2671,0.80672,0.092805,1.0
UBE4B,3.726,7.0171,0.67719,0.62481,0.074661,1.0
DOCK3,3.9356,8.9994,-0.00029152,0.67197,0.095432,1.0
DMXL2,2.3662,10.064,-0.61402,0.83141,0.10244,1.0
PELP1,1.1164,5.5623,-1.077,0.87418,0.050088,0.99998
TXLNG,0.086261,4.0223,-0.49667,0.98212,0.0,0.99845
UNC13A,5.6267,8.3864,-0.030967,0.5038,0.090828,1.0
MAT2A,3.6313,4.0246,-0.81588,0.31241,0.0,0.99846
HECTD1,5.0113,9.8105,0.99194,0.62255,0.10096,1.0
KCNQ2,4.0411,5.5503,-1.1816,0.51666,0.050284,0.99998
TANC2,2.3435,8.0895,0.8639,0.80301,0.087423,1.0
PPP3CA,3.6261,4.9127,0.083424,0.39444,0.033252,0.99988
LARP4B,1.9418,5.5499,-0.025943,0.73971,0.050289,0.99998
EPC2,2.6999,5.5339,-0.4501,0.62183,0.050553,0.99998
ROBO2,1.6495,7.3552,-1.4227,0.8349,0.080518,1.0
MAST1,5.7703,6.9758,3.028,0.49572,0.075424,1.0
POLR2A,7.1307,7.7182,-5.0629,0.42314,0.084559,1.0
GRIPAP1,2.6163,5.5316,1.6091,0.60053,0.050591,0.99998
PSMD11,2.6112,4.8923,-0.29654,0.52153,0.033512,0.99987
TNRC6A,1.1316,8.3756,-0.71086,0.90193,0.091024,1.0
ESPL1,4.3141,8.3805,1.5067,0.64513,0.090935,1.0
CUL5,4.5936,6.0742,-0.91356,0.34702,0.061498,1.0
FBRS,0.76428,4.9002,-1.8359,0.90195,0.033412,0.99987
SAP130,3.2452,6.0628,0.30116,0.63937,0.061702,1.0
ALG13,1.1475,5.5082,-0.722,0.83779,0.050979,0.99998
SMAD5,3.0005,4.0093,0.63588,0.46671,0.0,0.99838
SLIT2,2.0993,7.6818,-0.29094,0.79859,0.085237,1.0
PPM1A,2.5758,4.0028,0.41832,0.53121,0.0,0.99834
PPP4R2,0.0008929,4.0046,-1.814,0.99982,0.0,0.99835
GSPT1,3.3179,4.8757,-0.24629,0.47697,0.033726,0.99986
PIP4K2B,3.0507,4.0085,-0.3968,0.47631,0.0,0.99837
ZFX,3.1463,3.9978,-0.080378,0.50129,0.0,0.99831
KANSL3,2.4705,5.5153,2.212,0.68551,0.050861,0.99998
RORC,2.2852,4.8612,-0.50819,0.63127,0.033914,0.99985
ZNF800,0.9909,4.8578,-0.13677,0.85122,0.033959,0.99985
DPF2,2.8982,4.8566,-0.24344,0.47845,0.033975,0.99985
APC,0.16764,8.9008,-1.9774,0.98763,0.09718,1.0
FKBP8,2.3275,3.9872,-0.20736,0.60469,0.0,0.99825
OPHN1,2.5929,4.8611,0.18004,0.57907,0.033915,0.99985
USP48,4.3729,6.922,0.71936,0.47175,0.076433,1.0
KDM6A,2.946,6.5056,0.095036,0.63033,0.070167,1.0
CAPZA2,1.8416,3.9926,1.563,0.57592,0.0,0.99828
NPM1,1.9535,3.9727,-1.8419,0.55369,0.0,0.99816
PSMD12,1.8713,4.8487,1.6957,0.66392,0.034078,0.99984
ZNF131,2.6655,4.8372,0.062995,0.57491,0.034229,0.99983
GPC3,1.4519,3.9793,0.037836,0.72569,0.0,0.9982
GRAMD4,2.5559,5.4768,0.018152,0.63638,0.05151,0.99998
KIF2A,4.0356,5.4774,1.5444,0.40083,0.051499,0.99998
FGD5,0.16707,6.4623,-0.36083,0.98381,0.070985,1.0
CKAP5,3.7781,8.5905,1.7876,0.67493,0.095249,1.0
UPF1,5.626,6.4615,-0.52497,0.40753,0.071,1.0
UTP14A,1.4856,4.8365,1.133,0.75165,0.034238,0.99983
CHD1,4.2089,8.2763,0.53073,0.59444,0.092848,1.0
ZBTB2,2.6382,3.9791,-0.45239,0.571,0.0,0.9982
CPSF6,3.9424,4.825,-0.57694,0.39393,0.034391,0.99982
FAM120A,3.3485,5.9935,0.74801,0.63048,0.062966,1.0
WDR43,0.7013,5.4533,-1.8311,0.89237,0.05191,0.99997
CUX1,3.7492,7.2499,-0.54069,0.63828,0.082514,1.0
ZNF865,3.9067,3.9706,2.3546,0.50627,0.0,0.99814
MAPK8IP1,1.4927,4.8339,0.071787,0.78789,0.034273,0.99983
CDK19,3.5632,4.8203,0.87108,0.40347,0.034454,0.99982
NFKB2,3.9376,5.9981,2.0969,0.51264,0.062881,1.0
KDM5A,2.2471,7.9393,-2.6555,0.79022,0.090209,1.0
TEX10,1.541,5.9891,1.6158,0.80184,0.063048,1.0
MDM2,2.3326,4.8086,0.59601,0.58876,0.034611,0.99981
CASKIN1,1.7876,5.9773,-2.5312,0.82303,0.063267,1.0
MYC,1.2227,3.95,-0.54565,0.7882,0.0,0.99801
CLK2,2.1973,5.4454,0.24363,0.66467,0.052046,0.99997
PAX5,2.4521,3.9461,-0.46868,0.56145,0.0,0.99798
ZNF608,1.0616,5.9451,-0.68585,0.8967,0.063872,0.99999
DSCAML1,3.15,7.8829,-2.046,0.75932,0.091288,1.0
CCNJ,1.5985,3.9439,1.4965,0.68888,0.0,0.99796
CCNK,3.305,4.7913,-1.103,0.45943,0.034844,0.9998
TLK1,3.564,5.9473,0.43946,0.49902,0.063831,0.99999
LARP1,3.0683,6.4111,0.91086,0.65357,0.071971,1.0
ARIH1,4.5919,5.4026,0.30745,0.24957,0.05279,0.99997
LRRC4,1.9588,3.9306,-2.0894,0.72328,0.0,0.99787
RBFOX3,2.1257,3.9275,-0.64695,0.53216,0.0,0.99785
ZNF629,3.8578,4.7763,2.4733,0.53742,0.035048,0.99978
KDM5C,5.1452,6.3789,-0.58207,0.43934,0.072601,1.0
PHF6,2.2833,3.927,-0.50192,0.43724,0.0,0.99784
DICER1,4.2261,7.8469,-0.10613,0.6244,0.091986,1.0
GRIN2D,4.8478,5.3949,2.1125,0.44317,0.052927,0.99996
RPL5,1.9019,3.9155,-0.28794,0.5907,0.0,0.99776
PHF23,0.96001,3.9133,-2.3914,0.82353,0.0,0.99774
SIPA1L1,2.9815,7.4883,-0.056802,0.7389,0.088969,1.0
MYH10,5.0058,8.9566,1.1912,0.58431,0.10329,1.0
GABBR2,4.6253,5.9072,0.27885,0.43877,0.064595,0.99999
CECR2,0.57282,7.1395,-1.4043,0.94464,0.084684,1.0
F9,2.1809,3.9164,-1.2451,0.53466,0.0,0.99776
USP11,3.5731,5.3803,-0.81148,0.51769,0.053185,0.99996
PPP1R9B,3.0203,4.7434,-0.41661,0.55775,0.035502,0.99975
SFSWAP,2.7967,5.8919,-0.54567,0.68836,0.06489,0.99999
HNF1B,1.7347,4.7513,-1.0276,0.72323,0.035393,0.99976
NOP2,0.63815,5.3784,1.308,0.91716,0.053219,0.99996
TMEM63B,4.2176,5.8816,-1.1386,0.47516,0.065089,0.99999
STAU1,1.9302,4.7552,-0.97102,0.69756,0.035339,0.99976
ARPC2,2.7043,3.9068,1.401,0.43518,0.0,0.99769
CSK,3.978,4.7571,0.16843,0.34868,0.035312,0.99977
SOX9,1.6311,3.911,-2.2564,0.7397,0.0,0.99772
NCOR2,2.0058,8.6249,-1.4729,0.85573,0.10232,1.0
ANK1,2.0781,8.0603,-0.64806,0.82549,0.096997,1.0
ZNF236,3.8358,7.751,-0.16484,0.67472,0.093883,1.0
ABCA2,4.9116,8.916,-3.3603,0.65207,0.10405,1.0
PPP1R16B,2.4414,4.731,1.9326,0.63751,0.035676,0.99974
RC3H2,2.4483,6.7239,0.64508,0.72699,0.080322,1.0
PAX6,2.8175,4.7398,-0.85034,0.49221,0.035553,0.99975
CENPI,1.4621,4.7331,0.82642,0.74275,0.035647,0.99974
ZNF638,-0.57514,7.7728,-1.212,1.051,0.093445,1.0
NACC1,4.1668,3.8994,0.34675,0.38868,0.0,0.99763
PDGFRA,1.9401,6.3088,-0.10277,0.77536,0.074,1.0
CADM4,2.7432,3.8984,2.7486,0.5144,0.0,0.99762
ACVR2A,3.2896,4.7142,-0.1672,0.44389,0.035913,0.99972
TRIM9,3.0087,4.7245,0.564,0.58342,0.035768,0.99973
DYRK2,1.952,3.885,0.35994,0.70578,0.0,0.99751
TRPC5,3.2725,4.7221,-0.4133,0.52473,0.035801,0.99973
GPATCH8,1.4616,6.2877,0.041225,0.85681,0.074428,1.0
ESCO1,0.43144,5.3415,0.18776,0.94097,0.053881,0.99995
GRID2,0.70789,6.2883,-1.0673,0.91691,0.074416,1.0
WEE1,2.6447,4.7222,1.1511,0.55269,0.0358,0.99973
MBTPS2,2.0915,3.8857,0.13565,0.57741,0.0,0.99752
PRPF4B,3.5854,6.2868,0.34429,0.57009,0.074446,1.0
ZNF654,1.1309,3.8867,0.72603,0.81631,0.0,0.99753
CHD9,3.7686,9.6203,0.35323,0.72192,0.11019,1.0
KIF1B,3.599,8.5735,0.16854,0.67649,0.10332,1.0
RNF2,2.5248,3.8751,0.40069,0.47501,0.0,0.99743
DAGLA,4.0068,5.8334,-0.091951,0.57396,0.066036,0.99999
MNT,0.98103,3.8709,-1.8855,0.84881,0.0,0.99739
PRKCD,3.1145,5.3124,1.2248,0.57274,0.054411,0.99995
KDM4B,3.4843,6.2737,-0.64524,0.63828,0.074715,1.0
CELF1,3.3435,4.7081,1.1415,0.44515,0.036,0.99971
ANKRD28,2.3872,6.2725,1.2844,0.71281,0.074738,1.0
MEN1,3.2487,4.7066,0.75444,0.52957,0.036021,0.99971
SYVN1,2.1821,4.6976,-0.10455,0.67875,0.03615,0.9997
FZR1,3.6413,4.6898,-0.60229,0.43491,0.036261,0.99969
ZFP91,1.6299,4.6935,-0.91708,0.73232,0.036209,0.9997
ARMC8,2.8797,5.8116,2.0861,0.56732,0.066471,0.99999
CAMTA1,3.2619,7.371,0.71124,0.71229,0.091344,1.0
LIN54,2.6985,5.2916,0.3966,0.61727,0.054796,0.99994
TRIM71,3.2795,4.6883,-3.531,0.58798,0.036284,0.99969
NKAP,1.5082,3.866,0.50187,0.65204,0.0,0.99735
TFAP4,1.5962,3.8615,-0.27708,0.69603,0.0,0.99731
ACVR1B,3.3735,4.6855,0.55354,0.46683,0.036324,0.99969
PSMD4,2.532,3.8561,0.59664,0.51772,0.0,0.99726
FBLN5,1.5565,4.6956,0.41949,0.73399,0.036178,0.9997
EEF2,4.8778,5.3057,-6.6734,0.41982,0.054534,0.99995
ISY1-RAB43,1.4177,4.6934,2.1132,0.71056,0.03621,0.9997
CFLAR,2.1864,4.6731,1.0275,0.6121,0.036503,0.99967
OTUD5,3.994,3.8469,0.05417,0.21477,0.0,0.99717
HIVEP1,0.32818,7.6625,-0.35848,0.9757,0.095681,1.0
GTF3C1,3.2622,8.5239,-0.78642,0.74323,0.1043,1.0
ENAH,1.7364,5.289,0.20561,0.72454,0.054844,0.99994
FOXO1,1.7079,3.8555,-0.6241,0.72477,0.0,0.99725
TNRC6B,2.8741,7.9512,-0.21635,0.74258,0.099192,1.0
EEF1G,2.5006,4.6715,-0.086418,0.55752,0.036526,0.99967
TENM4,2.7323,8.5116,2.384,0.81092,0.10454,1.0
KLF4,0.10042,3.844,-2.4293,0.9831,0.0,0.99714
SEC24C,1.4958,6.2114,-0.52869,0.83122,0.076008,1.0
CTDSPL2,2.1992,4.6673,0.81617,0.60549,0.036587,0.99966
JADE2,2.4622,5.2636,-0.11348,0.69084,0.05532,0.99994
PCGF1,2.1102,3.8423,0.33259,0.51668,0.0,0.99713
TTC28,4.1651,8.225,3.7133,0.68179,0.10229,1.0
GATA6,1.2835,3.8383,-0.17132,0.7852,0.0,0.99709
SCN3A,4.618,7.6338,-1.2425,0.59898,0.096275,1.0
PSME3,2.3889,3.8437,0.49214,0.44685,0.0,0.99714
TET1,1.6229,7.3165,0.069229,0.86372,0.092479,1.0
NUP153,-0.76099,6.6164,-1.7776,1.0779,0.082553,1.0
CELF2,4.3351,4.6553,-0.44768,0.2944,0.036763,0.99965
DDX6,3.7809,4.6539,0.23895,0.34121,0.036784,0.99964
BAG6,2.7197,6.2062,0.98958,0.70766,0.076118,1.0
EPHA4,2.8852,6.1806,-0.19355,0.66022,0.076659,1.0
MKLN1,2.7412,5.7453,1.5007,0.60581,0.067816,0.99998
ZMYM4,3.859,7.6102,1.6499,0.61787,0.096768,1.0
PPP2R5D,3.6476,5.241,0.25882,0.44809,0.055747,0.99993
ANAPC2,2.4134,5.2547,-2.3914,0.70413,0.055487,0.99993
FOXP1,2.2759,5.7478,-1.6931,0.66714,0.067765,0.99998
TDRD1,1.3963,6.5869,-1.5906,0.84035,0.08318,1.0
MAP4K4,4.7404,7.2913,0.7552,0.48218,0.093011,1.0
MAPK1,3.6111,3.8272,-0.48826,0.25677,0.0,0.99698
NCDN,3.7632,4.6487,0.7324,0.50775,0.03686,0.99964
BSN,1.2609,8.9731,0.63836,0.92542,0.10985,1.0
ADRM1,1.3783,3.8336,-0.74349,0.75922,0.0,0.99704
NCOR1,3.9371,9.4362,0.42976,0.69807,0.11365,1.0
CNOT7,2.6287,3.8154,-1.3559,0.40056,0.0,0.99686
MTM1,2.395,4.6289,1.6543,0.56772,0.037153,0.99961
BAZ1A,2.944,7.5726,1.1527,0.70759,0.09756,1.0
ABL1,2.5581,5.7357,-0.47146,0.73089,0.068016,0.99998
JAKMIP2,3.3619,6.1644,-0.26389,0.54526,0.077004,1.0
ZNF516,0.9919,5.2305,-2.4063,0.90125,0.055946,0.99992
